drug_id,description,administrative_status,approved_for_hospital_use,reimbursement_rate,marketing_declaration_date,marketing_authorization_date,marketing_authorization_process,pharmaceutical_companies,price
161_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 14 comprimé(s),Présentation active,oui,65%,20120101,20070101,Procédure nationale, LABORATOIRES ALTER,3.94
162_train,1 flacon(s) en verre de 200 ml,Présentation active,oui,65%,19950101,19940101,Procédure nationale, GUERBET,81.68
163_train,plaquette(s) thermoformée(s) PVC-Aluminium de 12 comprimé(s),Présentation active,oui,65%,20040101,20020101,Procédure nationale, BIOGARAN,11.7
164_train,1 flacon(s) en verre brun avec fermeture de sécurité enfant de 150 ml avec seringue(s) pour administration orale,Présentation active,oui,30%,20120101,20110101,Procédure nationale, BIOGARAN,2.35
165_train,plaquette(s) formée(s) à froid aluminium de 90 gélule(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, MYLAN SAS,19.56
166_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 14 comprimé(s),Présentation active,oui,15%,20080101,19990101,Procédure nationale, LABORATOIRES ALTER,1.76
167_train,1 plaquette(s) thermoformée(s) PVC-Aluminium de 21 comprimé(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, BIOGARAN,1.47
168_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,oui,30%,20120101,20110101,Procédure centralisée, KRKA (SLOVENIE),4.01
169_train,flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s),Présentation active,oui,65%,20150101,20140101,Procédure nationale, BIOGARAN,56.51
170_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,non,65%,20140101,20080101,Procédure nationale, BOUCHARA-RECORDATI,6.36
171_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 14 gélule(s),Présentation active,non,65%,20090101,20050101,Procédure nationale, SUBSTIPHARM DEVELOPPEMENT,3.19
172_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20100101,Procédure décentralisée, SANOFI AVENTIS FRANCE,6.34
173_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20030101,19890101,Procédure nationale, BOEHRINGER INGELHEIM FRANCE,3.41
174_train,1 flacon(s) en verre de 150 ml avec nécessaire dadministration (seringue pour injecteur Empower (Marlex) + cathéter IV (BD Insyte Autoguard) + perforateur (ABS et polypropylène)),Présentation active,oui,65%,20130101,19940101,Procédure nationale, BRACCO IMAGING FRANCE,62.14
175_train,1 flacon(s) en verre de 20 ml,Présentation active,oui,65%,19990101,19940101,Procédure nationale, BRACCO IMAGING FRANCE,75.34
176_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 10 comprimé(s),Présentation active,oui,65%,20100101,20090101,Procédure centralisée, BOEHRINGER INGELHEIM INTERNATIONAL,3.22
177_train,1 plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,15%,20120101,20100101,Procédure de reconnaissance mutuelle, STALLERGENES,66.98
178_train,plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s),Présentation active,oui,30%,20070101,19990101,Procédure nationale, SANDOZ,2.83
179_train,plaquette(s) thermoformée(s) PVC PVDC polyéthylène aluminium de 28 comprimé(s),Présentation active,oui,15%,20070101,20060101,Procédure de reconnaissance mutuelle, EISAI SA,49.35
180_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 35 comprimé(s),Présentation active,non,65%,20110101,20070101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,43.33
181_train,plaquette(s) thermoformée(s) polyamide aluminium polyéthylène de 14 gélule(s),Présentation active,non,65%,20140101,20110101,Procédure nationale, TEVA SANTE,3.94
182_train,plaquette(s) thermoformée(s) aluminium de 28  comprimé(s),Présentation active,non,65%,20140101,20010101,Procédure nationale, TEVA SANTE,5.91
183_train,plaquette(s) thermoformée(s) aluminium de 12 comprimé(s),Présentation active,oui,65%,20120101,20100101,Procédure nationale, EVOLUPHARM,20.15
184_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,8.13
185_train,30 ampoule(s) en verre de 2 ml,Présentation active,oui,30%,19930101,19920101,Procédure nationale, GRANIONS,3.47
186_train,plaquette(s) aluminium de 14 comprimé(s),Présentation active,oui,65%,20020101,20000101,Procédure de reconnaissance mutuelle, ASTRAZENECA,5.22
187_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure nationale, MYLAN SAS,6.36
188_train,plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 28 comprimé(s),Présentation active,oui,15%,20120101,20120101,Procédure décentralisée, SANDOZ,27.5
189_train,1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 50 ml avec seringue(s) pour administration orale polyéthylène polystyrène avec gobelet(s) doseur(s) polypropylène,Présentation active,oui,65%,20090101,20080101,Procédure nationale, TEVA SANTE,3.69
190_train,5 sachet(s) polytéréphtalate (PET) aluminium P-A-M-éthylène (SURLYN) avec fermeture de sécurité enfant de 1 dispositif(s) avec système de récupération,Présentation active,oui,65%,20100101,20090101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),18.55
191_train,1 tube(s) aluminium de 15 g,Présentation active,oui,30%,20090101,20080101,Procédure nationale, PIERRE FABRE DERMATOLOGIE,1.62
192_train,flacon(s) polypropylène de 20 comprimé(s),Présentation active,oui,65%,20080101,20080101,Procédure nationale, ARROW GENERIQUES,2.31
193_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20090101,20050101,Procédure de reconnaissance mutuelle, TEVA SANTE,8.13
194_train,"3 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 2,5 ml",Présentation active,oui,65%,20120101,20120101,Procédure décentralisée, SANDOZ,21.39
195_train,plaquette(s) PVC-Aluminium de 12 comprimé(s),Présentation active,non,65%,20130101,20130101,Procédure nationale, GLAXOSMITHKLINE,23.69
196_train,10 plaquette(s) thermoformée(s) aluminium de 10 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure centralisée, ACCORD HEALTHCARE (ROYAUME UNI),18.88
197_train,1 pot(s) polypropylène de 400 g,Présentation active,non,65%,20140101,19830101,Procédure nationale, GUERBET,2.62
198_train,1 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s) avec dispositif de sécurité,Présentation active,oui,65%,20130101,20090101,Procédure centralisée, RATIOPHARM (ALLEMAGNE),184.97
199_train,1 flacon(s) polyéthylène basse densité (PEBD) de 3 ml,Présentation active,oui,65%,20060101,20060101,Procédure centralisée, ALLERGAN PHARMACEUTICALS IRELAND (IRLANDE),19.75
200_train,1 flacon(s) pulvérisateur(s) polyéthylène de 15  ml avec pompe doseuse avec embout nasal,Présentation active,oui,30%,19990101,19970101,Procédure nationale, SANOFI AVENTIS FRANCE,8.56
201_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,non,65%,20150101,20070101,Procédure nationale, ARROW GENERIQUES,6.1
202_train,3 ampoule(s) en verre de 2 ml,Présentation active,oui,30%,19710101,19970101,Procédure nationale, BAYER HEALTHCARE,6.9
203_train,plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s),Présentation active,non,65%,20150101,20080101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,8.92
204_train,3 plaquette(s) thermoformée(s) aluminium de 10 comprimé(s),Présentation active,oui,65%,20150101,19980101,Procédure de reconnaissance mutuelle, IPSEN PHARMA,9.58
205_train,1 flacon(s) en verre brun de 250 ml,Présentation active,oui,65%,20050101,19870101,Procédure nationale, H2 PHARMA,1.55
206_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s),Présentation active,oui,65%,20070101,20070101,Procédure nationale, TEVA SANTE,14.79
207_train,26 sachet(s) aluminium polyéthylène papier de 20  g,Présentation active,oui,15%,19660101,19910101,Procédure nationale, ASTELLAS PHARMA,3.0
208_train,pilulier(s) polyéthylène haute densité (PEHD) de 14 gélule(s),Présentation active,oui,65%,20050101,20050101,Procédure nationale, BIOGARAN,3.49
209_train,1 flacon(s) en verre de 20 ml,Présentation active,oui,65%,19890101,19880101,Procédure nationale, BAYER HEALTHCARE,7.92
210_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20100101,20100101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),3.0
211_train,1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 250 ml avec site d'addition Luer Lock,Présentation active,oui,65%,20120101,19970101,Procédure de reconnaissance mutuelle, FRESENIUS KABI FRANCE,1.72
212_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,30%,20100101,20080101,Procédure de reconnaissance mutuelle, J URIACH & CIA SA,7.41
213_train,plaquette(s) thermoformée(s) PVC-Aluminium de 20 comprimé(s),Présentation active,non,65%,20130101,20100101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),1.3
214_train,1 flacon(s) en verre de 20 ml,Présentation active,oui,65%,20070101,19950101,Procédure nationale, GE HEALTHCARE,7.09
215_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 10  comprimé(s),Présentation active,oui,65%,20090101,20030101,Procédure nationale, CRISTERS,3.61
216_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s),Présentation active,oui,65%,20130101,20110101,Procédure nationale, SANOFI AVENTIS FRANCE,37.7
217_train,flacon(s) polyéthylène haute densité (PEHD) de 28 comprimé(s),Présentation active,oui,65%,20150101,20090101,Procédure nationale, BIOGARAN,8.14
218_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20090101,19990101,Procédure nationale, MYLAN SAS,11.32
219_train,1 poche(s) PVC plastifié de 250 ml avec embout(s) LA,Présentation active,non,65%,19990101,19970101,Procédure nationale, AGUETTANT,1.72
220_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 42 comprimé(s),Présentation active,non,65%,20130101,20090101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,38.85
221_train,plaquette(s) thermoformée(s) polyamide laminé aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,oui,65%,20060101,20030101,Procédure de reconnaissance mutuelle, MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG,17.45
222_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 14 comprimé(s),Présentation active,non,65%,20130101,20110101,Procédure de reconnaissance mutuelle, PFIZER HOLDING FRANCE,3.13
223_train,1 boite(s) polypropylène de 140 g,Présentation active,oui,30%,19850101,19950101,Procédure nationale, INNOTECH INTERNATIONAL,2.35
224_train,"30 sachet(s) papier polyéthylène aluminium P-A-M-éthylène (SURLYN) de 18,7  mg",Présentation active,oui,65%,20030101,20010101,Procédure nationale, MYLAN SAS,11.86
225_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20090101,20030101,Procédure nationale, ZYDUS FRANCE,5.27
226_train,plaquette(s) thermoformée(s) PVC aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,20070101,Procédure de reconnaissance mutuelle, SANDOZ,23.71
227_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 28 comprimé(s),Présentation active,oui,65%,20090101,20060101,Procédure nationale, CRISTERS,5.2
228_train,plaquette(s) thermoformée(s) aluminium de 14 comprimé(s),Présentation active,oui,65%,20130101,20120101,Autorisation d'importation parallèle, MEDIWIN,4.95
229_train,1 seringue(s) préremplie(s) en verre de 1 ml sécurisée,Présentation active,oui,65%,20100101,20020101,Procédure centralisée, AMGEN EUROPE,694.71
230_train,30 sachet(s) papier polyéthylène aluminium P-A-M-éthylène (SURLYN) de 1  dispositif(s),Présentation active,oui,65%,20030101,20020101,Procédure de reconnaissance mutuelle, BOUCHARA-RECORDATI,15.68
231_train,plaquette(s) (ACLAR RX) polytrifluorochloroéthylène PVC aluminium de 90 comprimé(s),Présentation active,oui,65%,20140101,20110101,Procédure décentralisée, MYLAN SAS,23.71
232_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20150101,20070101,Procédure nationale, RATIOPHARM (ALLEMAGNE),7.99
233_train,film(s) thermosoudé(s) PVC-aluminium de 30 comprimé(s),Présentation active,oui,65%,20000101,19950101,Procédure nationale, PFIZER HOLDING FRANCE,3.74
234_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s),Présentation active,oui,65%,20060101,19890101,Procédure de reconnaissance mutuelle, BRISTOL MYERS SQUIBB,38.37
235_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s),Présentation active,oui,65%,20050101,20050101,Procédure nationale, MYLAN SAS,30.9
236_train,plaquette(s) thermoformée(s) aluminium PVC polyéthylène PVDC de 90 comprimé(s),Présentation active,oui,65%,20090101,20060101,Procédure de reconnaissance mutuelle, TEVA SANTE,18.63
237_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 14 comprimé(s),Présentation active,oui,65%,20060101,20060101,Procédure de reconnaissance mutuelle, TEVA SANTE,2.12
238_train,plaquette(s) thermoformée(s) aluminium PVC de 4 comprimé(s),Présentation active,oui,65%,20100101,20100101,Procédure nationale, CRISTERS,15.32
239_train,plaquette(s) thermoformée(s) PVC-aluminium de 15  comprimé(s),Présentation active,non,30%,20140101,20020101,Procédure nationale, RATIOPHARM (ALLEMAGNE),2.3
240_train,plaquette(s) thermoformée(s) PVC polyéthylène aluminium-ACLAR de 28  comprimé(s),Présentation active,oui,65%,19980101,19950101,Procédure nationale, TEVA SANTE,1.61
241_train,1 flacon(s) de 125  ml avec mesurette(s) graduée(s),Présentation active,oui,15%,19780101,19770101,Procédure nationale, UCB PHARMA,2.6
242_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s),Présentation active,oui,65%,20070101,20040101,Procédure nationale, BIOGARAN,6.37
243_train,plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène de 28 comprimé(s),Présentation active,oui,65%,20010101,19980101,Procédure centralisée, ELI LILLY (PAYS BAS),19.27
244_train,24 sachet(s),Présentation active,oui,65%,19820101,19810101,Procédure nationale, BOUCHARA-RECORDATI,2.05
245_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20070101,20030101,Procédure de reconnaissance mutuelle, SANOFI AVENTIS FRANCE,28.44
246_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s),Présentation active,oui,65%,20110101,20110101,Procédure décentralisée, SANDOZ,23.49
247_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20100101,20080101,Procédure nationale, ZYDUS FRANCE,18.63
248_train,plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,oui,65%,20140101,20120101,Procédure décentralisée, MYLAN SAS,6.36
249_train,1 flacon(s) en verre brun avec fermeture de sécurité enfant de 100 ml avec seringue(s) pour administration orale polyéthylène polypropylène,Présentation active,oui,65%,20080101,20080101,Procédure nationale, SANDOZ,6.59
250_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20100101,20080101,Procédure nationale, TEVA SANTE,6.1
251_train,1 flacon(s) en verre brun de 150 ml avec seringue pour administration orale,Présentation active,oui,65%,20000101,19990101,Procédure nationale, SANOFI AVENTIS FRANCE,1.83
252_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,20060101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,14.79
253_train,plaquette(s) thermoformée(s) aluminium de 28 gélule(s),Présentation active,oui,65%,20100101,20090101,Procédure de reconnaissance mutuelle, ARROW GENERIQUES,5.91
254_train,1 poche(s) (ECOFLAC) polyéthylène de 1000  ml,Présentation active,oui,65%,20030101,19880101,Procédure nationale, B BRAUN MEDICAL,2.56
255_train,1 tube(s) polyéthylène de 250 g,Présentation active,oui,15%,20150101,20140101,Procédure nationale, SANDOZ,2.49
256_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20130101,20090101,Procédure décentralisée, TEVA SANTE,14.3
257_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,20060101,Procédure nationale, ARROW GENERIQUES,11.83
258_train,flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s),Présentation active,non,65%,20140101,20050101,Procédure nationale, TEVA SANTE,3.49
259_train,5 sachet(s) polytéréphtalate (PET) polyéthylène basse densité (PEBD) aluminium acrylonitrile de 1 dispositif(s),Présentation active,oui,65%,19980101,19970101,Procédure nationale, JANSSEN CILAG,53.03
260_train,1 tube(s) aluminium verni de 30 g,Présentation active,oui,30%,19910101,19910101,Procédure nationale, GALDERMA INTERNATIONAL,5.43
